split,sample_id,label,score,p_value,suspicious,query
heldout_benign,0,0,327.6834907493536,0.7785501489572989,False,What percentage of the population identifies as Hispanic?
heldout_benign,1,0,259.95832113903066,0.9553128103277061,False,What is the largest solar power plant in the world?
heldout_benign,2,0,419.7475554132652,0.41211519364448856,False,Who was IndyMac's parent corporation?
heldout_benign,3,0,492.89679055539557,0.17775571002979146,False,Tomboy Scout grows up tto become what?
heldout_benign,4,0,428.36061458204205,0.3714001986097319,False,What group of people were living in the area that would become the Congo prior to the arrival of Bantu tribes?
heldout_benign,5,0,350.1087408179509,0.6861966236345581,False,What was the name of Sand's book where the main characters can be interpreted as Sand and Chopin?
heldout_benign,6,0,256.25407418675235,0.9602780536246276,False,How long did the earthquake last?
heldout_benign,7,0,355.8212092621328,0.6643495531281033,False,How much was Kanye paid to perform in Kazakhstan?
heldout_benign,8,0,449.37488494480016,0.29791459781529295,False,What famous governor signed legislation in honor of Donda West's death?
heldout_benign,9,0,533.1769187417488,0.10327706057596822,False,What type of antibiotics include penicilin?
heldout_benign,10,0,396.85954123259484,0.49652432969215493,False,Public figure's impressions of the novel were formed into a book called what?
heldout_benign,11,0,384.97967242902257,0.5342601787487586,False,"In what year did iTunes 7 launch, along with a plethora of additional games?"
heldout_benign,12,0,650.9047837238656,0.014895729890764648,True,Which trial in Manhatten helped establish the right of freedom of the press?
heldout_benign,13,0,504.0056372109156,0.15690168818272096,False,When did Ellen join the judges' panel?
heldout_benign,14,0,420.55700807692665,0.41012909632572,False,In what countries is the use to solar hot water used mainly for w=swimming pools?
heldout_benign,15,0,290.29129110284197,0.8907646474677259,False,Who managed the Destiny's Child group?
heldout_benign,16,0,323.7124918828611,0.7954319761668321,False,What is the name of Chopin's eldest sister?
heldout_benign,17,0,378.8726336198897,0.5561072492552135,False,Where is the exiled Tibetan government?
heldout_benign,18,0,739.9422062176128,0.006951340615690168,True,What is caldeirada?
heldout_benign,19,0,334.49454651851534,0.7517378351539226,False,Which artist did Beyonce marry?
heldout_benign,20,0,342.62564798773116,0.7169811320754716,False,Who built the three forts on St. Barts?
heldout_benign,21,0,402.6171577884795,0.47765640516385305,False,What does a lot of planned development apparently do?
heldout_benign,22,0,287.12571733549805,0.8957298907646475,False,How did Whitehead eventually become regarded in the field of metaphysics?
heldout_benign,23,0,258.71764223749136,0.9563058589870904,False,From where id Chopin's father emigrate from?
heldout_benign,24,0,365.6779015416457,0.6206554121151936,False,The fashion line shown in Paris received what sort of reviews?
heldout_benign,25,0,487.9867117615696,0.18867924528301888,False,What is the portion of the island called that is open to the storms and high sea winds?
heldout_benign,26,0,294.437444530813,0.8798411122144985,False,What kind of ensemble did Kanye hire to work on his second album?
heldout_benign,27,0,506.4680293902728,0.15392254220456802,False,What was the name of the woman she played in Obsessed?
heldout_benign,28,0,424.5196929050478,0.3932472691161867,False,Psychological anthropology examines how our models of social processes are informed by what?
heldout_benign,29,0,402.84474741669266,0.47765640516385305,False,What was the latest thought type?
heldout_benign,30,0,459.4205243430779,0.25620655412115195,False,When did Paula Abdul quit as a judge?
