split,account_id,label,size,attacker_ratio,attacker_count,suspicious,queries_until_alert,similar_pair_count,score
heldout_benign,0,0,1500,0.0,0,True,1203,51,51.0
heldout_benign,1,0,1500,0.0,0,True,1368,52,52.0
heldout_benign,2,0,1500,0.0,0,True,1254,51,51.0
heldout_benign,3,0,1500,0.0,0,True,1253,51,51.0
heldout_benign,4,0,1500,0.0,0,True,1288,51,51.0
heldout_benign,5,0,1500,0.0,0,True,1255,51,51.0
heldout_benign,6,0,1500,0.0,0,True,1273,51,51.0
heldout_benign,7,0,1500,0.0,0,True,1241,51,51.0
heldout_benign,8,0,1500,0.0,0,True,1233,51,51.0
heldout_benign,9,0,1500,0.0,0,True,1371,51,51.0
heldout_benign,10,0,1500,0.0,0,True,1199,51,51.0
heldout_benign,11,0,1500,0.0,0,True,1239,51,51.0
heldout_benign,12,0,1500,0.0,0,True,1238,51,51.0
heldout_benign,13,0,1500,0.0,0,True,1146,51,51.0
heldout_benign,14,0,1500,0.0,0,True,1188,51,51.0
heldout_benign,15,0,1500,0.0,0,True,1228,51,51.0
heldout_benign,16,0,1500,0.0,0,True,1250,51,51.0
heldout_benign,17,0,1500,0.0,0,True,1240,51,51.0
heldout_benign,18,0,1500,0.0,0,True,1180,52,52.0
heldout_benign,19,0,1500,0.0,0,True,1206,51,51.0
heldout_benign,20,0,1500,0.0,0,True,1306,51,51.0
heldout_benign,21,0,1500,0.0,0,True,1286,53,53.0
heldout_benign,22,0,1500,0.0,0,True,1338,52,52.0
heldout_benign,23,0,1500,0.0,0,True,1208,51,51.0
heldout_benign,24,0,1500,0.0,0,True,1311,51,51.0
heldout_benign,25,0,1500,0.0,0,True,1244,51,51.0
heldout_benign,26,0,1500,0.0,0,True,1292,51,51.0
heldout_benign,27,0,1500,0.0,0,True,1315,51,51.0
heldout_benign,28,0,1500,0.0,0,True,1287,51,51.0
heldout_benign,29,0,1500,0.0,0,True,1141,51,51.0
heldout_benign,30,0,1500,0.0,0,True,1203,51,51.0
heldout_benign,31,0,1500,0.0,0,True,1231,51,51.0
heldout_benign,32,0,1500,0.0,0,True,1268,51,51.0
heldout_benign,33,0,1500,0.0,0,True,1304,51,51.0
heldout_benign,34,0,1500,0.0,0,True,1273,51,51.0
heldout_benign,35,0,1500,0.0,0,True,1145,51,51.0
heldout_benign,36,0,1500,0.0,0,True,1217,52,52.0
heldout_benign,37,0,1500,0.0,0,True,1258,51,51.0
heldout_benign,38,0,1500,0.0,0,True,1249,52,52.0
heldout_benign,39,0,1500,0.0,0,True,1280,51,51.0
heldout_benign,40,0,1500,0.0,0,True,1429,51,51.0
heldout_benign,41,0,1500,0.0,0,True,1142,51,51.0
heldout_benign,42,0,1500,0.0,0,True,1314,51,51.0
heldout_benign,43,0,1500,0.0,0,True,1214,51,51.0
heldout_benign,44,0,1500,0.0,0,True,1172,51,51.0
heldout_benign,45,0,1500,0.0,0,True,1200,52,52.0
heldout_benign,46,0,1500,0.0,0,True,1291,51,51.0
heldout_benign,47,0,1500,0.0,0,True,1247,51,51.0
heldout_benign,48,0,1500,0.0,0,True,1289,51,51.0
heldout_benign,49,0,1500,0.0,0,True,1272,51,51.0
attacker,0,1,1500,1.0,1500,False,1500,2,2.0
attacker,1,1,1500,1.0,1500,False,1500,2,2.0
attacker,2,1,1500,1.0,1500,False,1500,2,2.0
attacker,3,1,1500,1.0,1500,False,1500,2,2.0
attacker,4,1,1500,1.0,1500,False,1500,2,2.0
attacker,5,1,1500,1.0,1500,False,1500,2,2.0
attacker,6,1,1500,1.0,1500,False,1500,1,1.0
attacker,7,1,1500,1.0,1500,False,1500,2,2.0
attacker,8,1,1500,1.0,1500,False,1500,2,2.0
attacker,9,1,1500,1.0,1500,False,1500,2,2.0
attacker,10,1,1500,1.0,1500,False,1500,2,2.0
attacker,11,1,1500,1.0,1500,False,1500,2,2.0
attacker,12,1,1500,1.0,1500,False,1500,2,2.0
attacker,13,1,1500,1.0,1500,False,1500,2,2.0
attacker,14,1,1500,1.0,1500,False,1500,2,2.0
attacker,15,1,1500,1.0,1500,False,1500,0,0.0
attacker,16,1,1500,1.0,1500,False,1500,1,1.0
attacker,17,1,1500,1.0,1500,False,1500,2,2.0
attacker,18,1,1500,1.0,1500,False,1500,2,2.0
attacker,19,1,1500,1.0,1500,False,1500,2,2.0
attacker,20,1,1500,1.0,1500,False,1500,1,1.0
attacker,21,1,1500,1.0,1500,False,1500,2,2.0
attacker,22,1,1500,1.0,1500,False,1500,2,2.0
attacker,23,1,1500,1.0,1500,False,1500,2,2.0
attacker,24,1,1500,1.0,1500,False,1500,2,2.0
attacker,25,1,1500,1.0,1500,False,1500,2,2.0
attacker,26,1,1500,1.0,1500,False,1500,2,2.0
attacker,27,1,1500,1.0,1500,False,1500,2,2.0
attacker,28,1,1500,1.0,1500,False,1500,2,2.0
attacker,29,1,1500,1.0,1500,False,1500,2,2.0
attacker,30,1,1500,1.0,1500,False,1500,2,2.0
attacker,31,1,1500,1.0,1500,False,1500,2,2.0
attacker,32,1,1500,1.0,1500,False,1500,2,2.0
attacker,33,1,1500,1.0,1500,False,1500,2,2.0
attacker,34,1,1500,1.0,1500,False,1500,2,2.0
attacker,35,1,1500,1.0,1500,False,1500,2,2.0
attacker,36,1,1500,1.0,1500,False,1500,2,2.0
attacker,37,1,1500,1.0,1500,False,1500,2,2.0
attacker,38,1,1500,1.0,1500,False,1500,2,2.0
attacker,39,1,1500,1.0,1500,False,1500,2,2.0
attacker,40,1,1500,1.0,1500,False,1500,2,2.0
attacker,41,1,1500,1.0,1500,False,1500,2,2.0
attacker,42,1,1500,1.0,1500,False,1500,2,2.0
attacker,43,1,1500,1.0,1500,False,1500,2,2.0
attacker,44,1,1500,1.0,1500,False,1500,1,1.0
attacker,45,1,1500,1.0,1500,False,1500,2,2.0
attacker,46,1,1500,1.0,1500,False,1500,2,2.0
attacker,47,1,1500,1.0,1500,False,1500,2,2.0
attacker,48,1,1500,1.0,1500,False,1500,2,2.0
attacker,49,1,1500,1.0,1500,False,1500,2,2.0
mixed_0.05,0,1,1500,0.05,75,True,1340,51,51.0
mixed_0.05,1,1,1500,0.05,75,True,1284,51,51.0
mixed_0.05,2,1,1500,0.05,75,True,1381,51,51.0
mixed_0.05,3,1,1500,0.05,75,True,1340,52,52.0
mixed_0.05,4,1,1500,0.05,75,True,1366,51,51.0
mixed_0.05,5,1,1500,0.05,75,True,1203,51,51.0
mixed_0.05,6,1,1500,0.05,75,True,1434,51,51.0
mixed_0.05,7,1,1500,0.05,75,True,1306,51,51.0
mixed_0.05,8,1,1500,0.05,75,True,1253,51,51.0
mixed_0.05,9,1,1500,0.05,75,True,1259,51,51.0
mixed_0.05,10,1,1500,0.05,75,True,1402,51,51.0
mixed_0.05,11,1,1500,0.05,75,True,1271,51,51.0
mixed_0.05,12,1,1500,0.05,75,True,1288,51,51.0
mixed_0.05,13,1,1500,0.05,75,True,1306,51,51.0
mixed_0.05,14,1,1500,0.05,75,True,1332,51,51.0
mixed_0.05,15,1,1500,0.05,75,True,1365,51,51.0
mixed_0.05,16,1,1500,0.05,75,True,1396,51,51.0
mixed_0.05,17,1,1500,0.05,75,True,1359,51,51.0
mixed_0.05,18,1,1500,0.05,75,True,1365,51,51.0
mixed_0.05,19,1,1500,0.05,75,True,1402,51,51.0
mixed_0.05,20,1,1500,0.05,75,True,1344,51,51.0
mixed_0.05,21,1,1500,0.05,75,True,1256,51,51.0
mixed_0.05,22,1,1500,0.05,75,True,1312,51,51.0
