split,query_id,label,score,p_value,suspicious
heldout_benign,0,0,0.13013887405395508,0.9705696602248326,False
heldout_benign,1,0,0.1390816569328308,0.9458128078817734,False
heldout_benign,2,0,0.30894577503204346,0.17607679676645194,False
heldout_benign,3,0,0.1862238049507141,0.6655298724264241,False
heldout_benign,4,0,0.2640237808227539,0.30630289250978904,False
heldout_benign,5,0,0.25088536739349365,0.35455349248452694,False
heldout_benign,6,0,0.2325170636177063,0.433876468359227,False
heldout_benign,7,0,0.1864567995071411,0.6646456991284577,False
heldout_benign,8,0,0.335088312625885,0.12656309208033345,False
heldout_benign,9,0,0.15413832664489746,0.8750789440444613,False
heldout_benign,10,0,0.1649070382118225,0.8111658456486043,False
heldout_benign,11,0,0.17804598808288574,0.7265378299861058,False
heldout_benign,12,0,0.17353689670562744,0.7530630289250979,False
heldout_benign,13,0,0.4585075378417969,0.023998989516230897,True
heldout_benign,14,0,0.15965282917022705,0.8465327775672603,False
heldout_benign,15,0,0.28701668977737427,0.2341796134899583,False
heldout_benign,16,0,0.15504640340805054,0.8711633194391815,False
heldout_benign,17,0,0.18355673551559448,0.6864974106353416,False
heldout_benign,18,0,0.15603375434875488,0.8666161424782114,False
heldout_benign,19,0,0.15546494722366333,0.8687634204875584,False
heldout_benign,20,0,0.3285536766052246,0.13628899835796388,False
heldout_benign,21,0,0.19729673862457275,0.6060376405203991,False
heldout_benign,22,0,0.2851090431213379,0.23910572186434256,False
heldout_benign,23,0,0.2925208806991577,0.2194012883668056,False
heldout_benign,24,0,0.29573923349380493,0.211443728685108,False
heldout_benign,25,0,0.23206841945648193,0.4350132625994695,False
heldout_benign,26,0,0.21229231357574463,0.5292408740684603,False
heldout_benign,27,0,0.26911890506744385,0.28672476948339015,False
heldout_benign,28,0,0.16584724187850952,0.7968927624100038,False
heldout_benign,29,0,0.4123777747154236,0.04458759631173424,True
heldout_benign,30,0,0.1834315061569214,0.6902867247694834,False
heldout_benign,31,0,0.21859848499298096,0.49741063534166985,False
heldout_benign,32,0,0.26364898681640625,0.3075659972211696,False
heldout_benign,33,0,0.19141030311584473,0.6377415687760515,False
heldout_benign,34,0,0.13688063621520996,0.9525072628520904,False
heldout_benign,35,0,0.38583409786224365,0.06694454970317039,False
heldout_benign,36,0,0.2833932042121887,0.24264241505620815,False
heldout_benign,37,0,0.2654721736907959,0.30238726790450926,False
heldout_benign,38,0,0.3013731837272644,0.1924971580143994,False
heldout_benign,39,0,0.2502748370170593,0.35695339143615007,False
heldout_benign,40,0,0.35846036672592163,0.09410130099785272,False
heldout_benign,41,0,0.20538932085037231,0.563849943160288,False
heldout_benign,42,0,0.16856056451797485,0.7802197802197802,False
heldout_benign,43,0,0.261275053024292,0.31729190349880004,False
heldout_benign,44,0,0.1649070382118225,0.8111658456486043,False
heldout_benign,45,0,0.16822469234466553,0.7822407477579891,False
heldout_benign,46,0,0.2351013422012329,0.42238221548566374,False
heldout_benign,47,0,0.13693654537200928,0.9523809523809523,False
heldout_benign,48,0,0.09184855222702026,0.9986105848174813,False
heldout_benign,49,0,0.15888720750808716,0.850069470759126,False
heldout_benign,50,0,0.1467544436454773,0.9173929518757105,False
heldout_benign,51,0,0.1835564374923706,0.6864974106353416,False
heldout_benign,52,0,0.4110487699508667,0.04509283819628647,True
heldout_benign,53,0,0.22645217180252075,0.4614121510673235,False
heldout_benign,54,0,0.4960983395576477,0.015915119363395226,True
heldout_benign,55,0,0.1727132797241211,0.7567260325881016,False
heldout_benign,56,0,0.326233446598053,0.14260452191486675,False
heldout_benign,57,0,0.13342684507369995,0.9636225843122395,False
heldout_benign,58,0,0.2544659972190857,0.34255399772641154,False
